Prabal Plus Resolved Tickets - 16-06-2025 17:26:23 ( From  01-05-2025  To  31-05-2025),,,,,,,,,,,,,,,,,,,,,,
Prabal Docket ID,Source Docket ID,LC ID,Customer,Bandwidth,WAN IP,Circle,A-SSA,A-Exchange,A-Address,B-SSA,B-Exchange,B-Address,OpenTime,CloseTime,DownTime,Team,Priority,Status,RFP,RFO,Service Type,Booked in
MWUE250507191,MPLS2025051903231,1000127493,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.206,UE,RBL,RBLRHW,Baroda Uttar pradesh GraminBank C o Bank of BarodaRahawan229303RAIBAREILLY,,,,2025-05-19 17:17:05,2025-05-20 01:31:10,0days 08h:14m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507146,MPLS2025051903646,1000100915,UNION BANK OF INDIA.,2 Mbps,10.90.11.114,UE,RBL,RBLRBL,Union Bank of India katchehari road near supper market Raebareli.,,,,2025-05-19 16:44:36,2025-05-19 19:57:50,0days 03h:13m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507132,MPLS2025051903582,1000127308,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.198,UE,RBL,RBLDEH,Baroda Uttar pradesh GraminBank C o Bank of Baroda Deeh2293101RAIBAREILLY,,,,2025-05-19 16:44:19,2025-05-19 19:57:17,0days 03h:12m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507126,MPLS2025051903549,1000261345,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.106.218.114,UE,RBL,RBLRBL,BARODA UTTAR PRADESH GRAMIN BANK GORA BAZAR BRANCH GORA BAZAR RAEBARELI PARSHADEPUR ROAD PO MAILKMAU AIMARAIBAREILLY,,,,2025-05-19 16:44:11,2025-05-20 01:31:09,0days 08h:46m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507107,MPLS2025051902870,1000127450,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-19 16:42:42,2025-05-20 01:31:08,0days 08h:48m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507101,MPLS2025051902854,1000127492,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-19 16:42:37,2025-05-19 19:57:49,0days 03h:15m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507094,MPLS2025051902805,1000025753,VIJAYA BANKNOW BOB,2 Mbps,10.201.12.158,UE,RBL,RBLGDJ,VIJAYA BANK 7116 (DATA-11416) RAEBARELI BRANCH 1ST FLOOR.SUPER..MARKET..FIROZ..GANDHI..RAEBARELI,,,,2025-05-19 16:42:27,2025-05-19 19:57:49,0days 03h:15m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250507055,MPLS2025051902382,1000096347,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.94,UE,RBL,RBLRBL,Vill Shankarganj Dist1Amethi1RAIBAREILLY,,,,2025-05-19 14:27:23,2025-05-19 19:57:48,0days 05h:30m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506908,MPLS2025051901002,1000004801,INDIAN BANK.,2 Mbps,10.166.29.222,UE,RBL,RBLRBL,INDIAN BANK RAE BARELI BRANCHLAXMI PLAZAPOLICE LINE ROADRAEBARELIRAEBARELI,,,,2025-05-19 11:26:47,2025-05-19 13:56:31,0days 02h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MSUE250506868,INC000047020538,1000065456,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-19 10:37:35,2025-05-19 15:36:25,0days 04h:58m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MAUE250506779,205268,1000245802,LIC OF INDIA,2 Mbps,10.249.4.222,UE,RBL,RBLBCH,SO 21UT001 BACHHARANWA NR CENTRAL BANK LUCKNOW RD BACHHRAWAN 535RAIBAREILLY,,,,2025-05-19 10:05:00,2025-05-19 10:32:58,0days 00h:27m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,LIC-API
MAUE250506780,205269,1000274617,LIC OF INDIA,2 Mbps,10.249.4.226,UE,RBL,RBLUCH,SO 21UT002 UNCHAHAR  ANSARI PLAZA KABIR CHAURAHA KHOJANPUR UNCHAHAR 535#/00218/18/5311RAIBAREILLY,,,,2025-05-19 10:05:00,2025-05-19 10:23:55,0days 00h:18m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,LIC-API
MWUE250506773,MPLS2025051900314,1000211386,NATIONAL THERMAL POWERCORPORATION,68 Mbps,172.27.96.174,UE,RBL,RBLUCH,NTPC UNCHAHAR PO UNCHAHAR RAIBAREILLY229406.RAEBARELI,,,,2025-05-19 09:54:37,2025-05-19 13:27:24,0days 03h:32m,RBL SSA LLM SALON,B,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506751,MPLS2025051900154,1000600140,DEPARTMENT OF POSTS DOP,2 Mbps,10.16.144.118,UE,RBL,RBLRBL,DOP WEG34076 CLASS CRAEBARELI RMS (COMPUTERIZED)RMS RAILWAYStationRAEBARELI,,,,2025-05-19 08:54:25,2025-05-19 13:27:24,0days 04h:32m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506744,MPLS2025051900132,1000509546,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-19 08:54:19,2025-05-19 13:56:31,0days 05h:02m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506743,MPLS2025051900129,1000199662,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-19 08:54:18,2025-05-19 13:56:27,0days 05h:02m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250506732,INC000022620579,1000092365,"AGM(IT), BANK OF INDIA, BANK OF INDABLDG., 1ST FL, MPLS 3",4 Mbps,10.22.42.18,UE,RBL,RBLLGJ,LALGANJ Branch SAKET NAGARLALGANJ K ANPUR ROAD LALGAUP 229206 SOLID70210RAIBAREILLY,,,,2025-05-19 08:23:04,2025-05-19 09:49:37,0days 01h:26m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,BOI-API
MWUE250506681,MPLS2025051703569,1000096347,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.94,UE,RBL,RBLRBL,Vill Shankarganj Dist1Amethi1RAIBAREILLY,,,,2025-05-17 17:35:48,2025-05-17 21:33:37,0days 03h:57m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506678,MPLS2025051703560,1000127306,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.50,UE,RBL,RBLPSD,Vill Parshadepur Dist1Amethi1RAIBAREILLY,,,,2025-05-17 17:35:47,2025-05-19 10:25:32,1days 16h:49m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506647,MPLS2025051703107,1000100969,UNION BANK OF INDIA.,2 Mbps,10.90.60.202,UE,RBL,RBLBCH,Raibarely road Patel NagarColoney Bachhrawan DistrictRaibarely1RAIBAREILLY,,,,2025-05-17 15:56:16,2025-05-17 17:40:25,0days 01h:44m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506604,MPLS2025051702871,1000127354,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,192.168.99.186,UE,RBL,RBLRBL,Bank of Baroda Makhija MarketStation RoadRaebareli1RAIBAREILLY,,,,2025-05-17 15:10:59,2025-05-17 15:59:43,0days 00h:48m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506595,MPLS2025051702858,1000127501,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.242,UE,RBL,RBLSGH,Baroda Uttar pradesh GraminBank C o Bank of BarodaShivgarh229308RAIBAREILLY,,,,2025-05-17 15:10:52,2025-05-17 15:58:47,0days 00h:47m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506590,MPLS2025051702836,1000558781,Baroda UP Bank BUPB Care of Bank Of Baroda RRB,2 Mbps,10.109.188.186,UE,RBL,RBLRBL,5056KONSAKONSAKONSA BLOCK SATAONSADARRAEBARELI,,,,2025-05-17 15:10:41,2025-05-17 15:59:42,0days 00h:49m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506591,MPLS2025051702837,1000025753,VIJAYA BANKNOW BOB,2 Mbps,10.201.12.158,UE,RBL,RBLGDJ,VIJAYA BANK 7116 (DATA-11416) RAEBARELI BRANCH 1ST FLOOR.SUPER..MARKET..FIROZ..GANDHI..RAEBARELI,,,,2025-05-17 15:10:41,2025-05-17 15:59:42,0days 00h:49m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506585,MPLS2025051702830,1000127451,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.98,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaSahjaura229122RAIBAREILLY,,,,2025-05-17 15:10:37,2025-05-17 15:59:41,0days 00h:49m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506537,MPLS2025051702691,1000496255,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.108.70.70,UE,RBL,,BARODA U P BANKGOORHA SHIVGARH ROADNEAR JANTA INTER COLLEGEGOORHA  RAEBARELI 229301RAEBARELI,,,,2025-05-17 15:09:15,2025-05-17 15:58:43,0days 00h:49m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506533,MPLS2025051702686,1000127390,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.210,UE,RBL,RBLMGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaMajourganj229128RAIBAREILLY,,,,2025-05-17 15:09:11,2025-05-17 15:58:43,0days 00h:49m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506496,MPLS2025051702296,1000086331,CENTRAL BANK OF INDIA.,2 Mbps,10.230.48.146,UE,RBL,RBLBCH,Central Bank of India Br.Code - 149 CBIBACHHRAWANBRANCHSTATION ROADNO-0535-2636796.RAIBAREILLY,,,,2025-05-17 15:05:01,2025-05-17 15:58:41,0days 00h:53m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MSUE250506451,INC000047010163,1000525463,STATE BANK OF INDIA,2 Mbps,10.126.41.122,UE,RBL,RBLUCH,13269 SBI UNACHAHAR MARKET PO O UNCHAHAR MUSTAFABAD UNCHAHAR MARKET DIST RAEBARELI RAIBARAILLY UTTAR PRADesh 229404 PO8006RAIBAREILLY,,,,2025-05-17 12:21:39,2025-05-17 13:52:25,0days 01h:30m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MWUE250506400,MPLS2025051701145,1000004842,INDIAN BANK.,2 Mbps,10.166.30.38,UE,RBL,RBLBCH,A/21 Near Patel Nagar Lucknow Allahabad Road Bacharwan RaeBareli DistRAIBAREILLY,,,,2025-05-17 11:25:55,2025-05-17 15:06:18,0days 03h:40m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506398,MPLS2025051701076,1000173535,ALLAHABAD BANK (WANPROJECT),2 Mbps,10.225.6.70,UE,RBL,RBLMHJ,BACHHRAWAN ROAD IN FRONT OF KOTWALI MAHARAJGANJ DISTT.RAEBARELI,,,,2025-05-17 11:25:37,2025-05-17 15:06:35,0days 03h:40m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506390,MPLS2025051700859,1000560990,eUBI PUNJAB NATIONAL BANK DEDAULI,2 Mbps,10.110.179.246,UE,RBL,RBLRBL,DEDAULI HANUMANTHPURAM  RAEBARELIRAEBARELI,,,,2025-05-17 11:24:37,2025-05-17 15:06:34,0days 03h:41m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506385,MPLS2025051700784,1000283692,PUNJAB NATIONAL BANKERSTWHILE UNITED BANK OF INDIA,2 Mbps,10.91.160.238,UE,RBL,RBLMHJ,BAWAN BUJURG BALLA BRSOL ID 2009VILL. BAWAN BUZURG BALLAPO.MAHRAJGANJRAEBARELI,,,,2025-05-17 11:24:17,2025-05-17 15:06:34,0days 03h:42m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506384,MPLS2025051700776,1000296452,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.79.254,UE,RBL,RBLSLN,PUNJAB NATIONAL BANK  RAEBARELIRAEBARELI Salon,,,,2025-05-17 11:24:16,2025-05-17 15:06:18,0days 03h:42m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506346,MPLS2025051700698,1000290734,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.77.242,UE,RBL,RBLBCH,PNB BACHRAWAN  H NO-115 WORD NC/O ASHISH KUMAR&ALOK KUMAROPP OF BARODA GRAMEEN BANKCHANDRIKA NAGAR NAGAR PANCHAYARAEBARELI,,,,2025-05-17 10:24:31,2025-05-17 11:26:03,0days 01h:01m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250506333,574291,1000526517,UCO BANK CBS PROJECT IT,2 Mbps,10.241.80.90,UE,RBL,RBLBCN,BACHHRAWAN BRANCHA/21PATEL NAGARRAEBARELI ROADRAEBARELI,,,,2025-05-17 10:11:06,2025-05-17 12:16:12,0days 02h:05m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MSUE250506375,INC000047009145,1000547333,STATE BANK OF INDIA,10 Mbps,10.126.45.30,UE,RBL,RBLRBL,18268 SBI TRIPULA CHAURAHA LUCKNOWALLAHABAD ROAD OPP MAURYA COMPLEX JAGDISHPURAM RAIBARELI DIST RAE BARELI State UTTAR PRADESH Pin Code 229RAIBAREILLY,,,,2025-05-17 10:09:33,2025-05-17 11:56:25,0days 01h:46m,RBL LLM PHONES,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MAUE250506332,574304,1000171182,UCOBANK,2 Mbps,10.241.34.106,UE,RBL,RBLPSD,Prashadepur C/o Sharda Devi House no 182 ward no 7 JillaBazar Tehsil Salone Distt AmethiRAEBARELI,,,,2025-05-17 10:07:14,2025-05-17 18:56:02,0days 08h:48m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MSUE250506370,INC000047008643,1000065455,STATE BANK OF INDIA.,2 Mbps,10.126.47.14,UE,RBL,RBLBCH,State Bank of IndiaBachhrawan Branch (11221) PO Bachhrawan(522#/01947/16/535#)RAIBAREILLY,,,,2025-05-17 10:05:33,2025-05-17 12:24:25,0days 02h:18m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MSUE250506373,INC000047008740,1000431568,STATE BANK OFINDIA,4 Mbps,10.126.45.82,UE,RBL,RBLRBL,STATE BANK OF INDIA BR CODE 16863SUCHI AMETHIVILL SUCHI POST AMETHI AMETHIVILL SUCHI POST AMETHI AMETHIRAIBAREILLY,,,,2025-05-17 10:05:33,2025-05-19 15:20:25,2days 05h:14m,RBL LLM PHONES,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MAUE250506330,574226,1000536420,UCO BANK CBS PROJECT IT,2 Mbps,10.241.34.118,UE,RBL,RBLRBL,KISHUNPUR RAMCHANDRA BRANCHSOL ID 2960TRIPULA CROSSINGLUCKNOW ROADRAEBARELI,,,,2025-05-17 10:05:01,2025-05-17 12:12:49,0days 02h:07m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MSUE250506352,INC000047008192,1000065457,STATE BANK OF INDIA.,2 Mbps,10.126.46.178,UE,RBL,RBLMHJ,State Bank of IndiaMaharajganj Branch (11219) PO Maharajganj(522#/01945/16/535#)RAIBAREILLY,,,,2025-05-17 10:01:41,2025-05-17 12:24:25,0days 02h:22m,RBL LLM GE,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MSUE250506356,INC000047008280,1000065411,STATE BANK OF INDIA.,4 Mbps,10.126.44.158,UE,RBL,RBLSRT,State Bank of India SemrautaBranch (16707) Raibarelie(522#/03228/16/535#)1RAIBAREILLY,,,,2025-05-17 10:01:41,2025-05-17 12:24:25,0days 02h:22m,RBL LLM JAIS,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MSUE250506360,INC000047008358,1000065456,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-05-17 10:01:41,2025-05-17 12:24:25,0days 02h:22m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MAUE250506317,563683,1000168501,UCOBANK,2 Mbps,10.241.34.10,UE,RBL,RBLMHJ,Bachrawan Road Bawan Bujurg Balla Maharajganj.RAIBAREILLY,,,,2025-05-17 09:33:42,2025-05-17 12:16:16,0days 02h:42m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MAUE250506298,INC000022612379,1000611761,BANK OF INDIABOI,2 Mbps,10.22.127.194,UE,RBL,RBLBCN,BOI BACHHRAWAN BRNR PATEL NAGAR COLONY GATENH 24 PRAYAGRAJ RD BACHHRAWANBACHHRAWANRAEBARELI,,,,2025-05-17 08:44:21,2025-05-17 12:16:51,0days 03h:32m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,BOI-API
MWUE250506277,MPLS2025051603569,1000272106,MANAGER PNB,2 Mbps,10.110.78.254,UE,RBL,RBLGNT,PUNJAB NATIONAL BANKCURRENCY CHEST RAIBARELIRAEBARELI,,,,2025-05-16 18:24:37,2025-05-17 11:26:15,0days 17h:01m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250506138,MPLS2025051602607,1000127492,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-05-16 15:55:28,2025-05-16 16:26:18,0days 00h:30m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250506102,572982,1000168969,UCOBANK,2 Mbps,10.241.33.238,UE,RBL,RBLLGJ,Badouria Complex Near Hanuman Mandir Behta Chauraha P OLalganj ?Dist : RaebareliRAEBARELI,,,,2025-05-16 15:44:31,2025-05-16 18:56:00,0days 03h:11m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MWUE250505864,MPLS2025051600296,1000600140,DEPARTMENT OF POSTS DOP,2 Mbps,10.16.144.118,UE,RBL,RBLRBL,DOP WEG34076 CLASS CRAEBARELI RMS (COMPUTERIZED)RMS RAILWAYStationRAEBARELI,,,,2025-05-16 08:54:21,2025-05-16 13:25:50,0days 04h:31m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505863,MPLS2025051600292,1000509546,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-16 08:54:20,2025-05-17 11:26:14,1days 02h:31m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505862,MPLS2025051600288,1000199662,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-16 08:54:19,2025-05-17 11:26:14,1days 02h:31m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250505839,568527,1000167400,UCOBANK,2 Mbps,10.241.34.14,UE,RBL,RBLUCH,UNCHAHAR  BR SOL ID 2854ALLAHABAD LUCKNOW ROADJAIRAMPUR UNCHAHARP O  MUSTAFABADRAEBARELI,,,,2025-05-15 18:02:12,2025-05-17 16:08:06,1days 22h:05m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
MSUE250505835,INC000046998929,1000535454,STATE BANK OF INDIA,4 Mbps,10.126.45.38,UE,RBL,RBLUMR,16710 SBI STATE BANK OF INDIABR CODE 16710 UMRANVILL AND PO UMRAN RALBAREILLYRAIBAREILLY RAIBAREILLYRAEBARELI UMRAN RAIBAREILLY RBL UE 22900RAIBAREILLY,,,,2025-05-15 17:45:40,2025-05-16 14:28:25,0days 20h:42m,RBL SSA LLM SALON,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MWUE250505807,MPLS2025051503125,1000127501,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.242,UE,RBL,RBLSGH,Baroda Uttar pradesh GraminBank C o Bank of BarodaShivgarh229308RAIBAREILLY,,,,2025-05-15 17:25:06,2025-05-15 18:24:48,0days 00h:59m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505808,MPLS2025051503126,1000127382,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.75.26,UE,RBL,RBLHLR,Baroda Uttar pradesh GraminBank C o Bank of BarodaHalor229103RAIBAREILLY,,,,2025-05-15 17:25:06,2025-05-15 18:24:51,0days 00h:59m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505803,MPLS2025051503121,1000127584,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.150,UE,RBL,RBLJAG,Baroda Uttar pradesh GraminBank C o Bank of BarodaLaxmanpur PO Jagatpur229402RAIBAREILLY,,,,2025-05-15 17:25:05,2025-05-17 11:26:14,1days 18h:01m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505804,MPLS2025051503122,1000127222,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-05-15 17:25:05,2025-05-17 11:26:14,1days 18h:01m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505805,MPLS2025051503123,1000127223,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.150,UE,RBL,RBLPSD,Baroda Uttar pradesh GraminBank C o Bank of BarodaParsedepur229129RAIBAREILLY,,,,2025-05-15 17:25:05,2025-05-17 11:26:14,1days 18h:01m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505806,MPLS2025051503124,1000496255,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.108.70.70,UE,RBL,,BARODA U P BANKGOORHA SHIVGARH ROADNEAR JANTA INTER COLLEGEGOORHA  RAEBARELI 229301RAEBARELI,,,,2025-05-15 17:25:05,2025-05-15 18:24:48,0days 00h:59m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505801,MPLS2025051503119,1000127383,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-05-15 17:25:04,2025-05-17 11:26:14,1days 18h:01m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505802,MPLS2025051503120,1000127450,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-05-15 17:25:04,2025-05-17 11:26:14,1days 18h:01m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505800,MPLS2025051503118,1000265586,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-05-15 17:25:03,2025-05-17 11:26:14,1days 18h:01m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250505449,MPLS2025051404212,1000096201,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",4 Mbps,10.150.92.218,UE,RBL,RBLJAG,JAGATPUR V AND PO JAGATPURDISTTRAEBARELI1RAIBAREILLY,,,,2025-05-14 17:55:38,2025-05-15 17:55:00,0days 23h:59m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250505439,565667,1000173198,UCOBANK,2 Mbps,10.241.34.18,UE,RBL,RBLSGH,Shivgarh Branch In front of Mahesh Vilas Palace Shivgarh..RAEBARELI,,,,2025-05-14 17:40:52,2025-05-17 10:12:01,2days 16h:31m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,UCO-API
